Company,Title,Location,Posted Date,Ethics,Visa?,Apply URL,Notes
Fever,Head of Marketing Platform Engineering,Madrid,2026-02-03,neutral,Unknown,https://job-boards.eu.greenhouse.io/feverup/jobs/4685625101,"Large events platform, Barcelona office"
Fever,Fever Software Engineering Fellowship,London,2026-02-03,neutral,Unknown,https://job-boards.eu.greenhouse.io/feverup/jobs/4766787101,"Large events platform, Barcelona office"
Fever,Data Project Manager  ,Buenos Aires,2026-02-03,neutral,Unknown,https://job-boards.eu.greenhouse.io/feverup/jobs/4690614101,"Large events platform, Barcelona office"
Fever,Business Intelligence Engineer,Madrid,2026-02-03,neutral,Unknown,https://job-boards.eu.greenhouse.io/feverup/jobs/4723220101,"Large events platform, Barcelona office"
Fever,Becas de Excelencia - Engineering (Barcelona),Barcelona; Spain,2026-02-03,neutral,Unknown,https://job-boards.eu.greenhouse.io/feverup/jobs/4466226101,"Large events platform, Barcelona office"
Fever,Becas de Excelencia - Engineering,Spain,2026-02-03,neutral,Unknown,https://job-boards.eu.greenhouse.io/feverup/jobs/4094059101,"Large events platform, Barcelona office"
Fever,AI Software Engineer,Spain,2026-02-03,neutral,Yes (job posting),https://job-boards.eu.greenhouse.io/feverup/jobs/4551447101,"Large events platform, Barcelona office"
Fever,AI & Automation Analyst,Madrid,2026-02-03,neutral,Unknown,https://job-boards.eu.greenhouse.io/feverup/jobs/4761466101,"Large events platform, Barcelona office"
Kantox,FX Data Analyst - Intern,"Barcelona, Spain",Unknown,neutral,Unknown,https://apply.workable.com/kantox/j/AF94BECFCA/,"BNP Paribas subsidiary, FX automation"
Kantox,Data Engineer,"Barcelona, Spain",Unknown,neutral,Unknown,https://apply.workable.com/kantox/j/6318E71A62/,"BNP Paribas subsidiary, FX automation"
Lodgify,Senior People Data Analyst,Spain,2026-02-02,neutral,Unknown,https://jobs.lever.co/lodgify/38b74ce0-7600-4a15-88ad-58f67d2bdaed,"380+ employees, vacation rental tech"
Lodgify,Senior Data Analyst,Barcelona - Cataluña,2026-02-02,neutral,Unknown,https://jobs.lever.co/lodgify/a2194b77-3b91-4769-a177-02bde62cca75,"380+ employees, vacation rental tech"
Preply,Senior Data Engineer - Data Ingestion and Enrichment team,Kyiv,2026-02-03,good,Yes (job posting),https://jobs.ashbyhq.com/preply/a1c6f4aa-cfcb-4b47-bad6-03416193decf,Online tutoring marketplace
Preply,Staff Analytics Engineer,Barcelona,2026-02-02,good,Likely (company sponsors),https://jobs.ashbyhq.com/preply/8d2613dd-75de-4207-9296-af994e4f10e6,Online tutoring marketplace
Preply,Senior Data Scientist - Payments Operations,London,2026-01-28,good,Yes (job posting),https://jobs.ashbyhq.com/preply/9e437b74-6575-4f2e-8f40-338d4ce40ca7,Online tutoring marketplace
Preply,Senior Data Scientist - Paid Marketing Optimization,Barcelona,2026-01-23,good,Yes (job posting),https://jobs.ashbyhq.com/preply/e593140e-1ddc-4ab0-8584-96b26c2132de,Online tutoring marketplace
Preply,Senior Data Scientist - Payments Operations,Barcelona,2025-12-24,good,Yes (job posting),https://jobs.ashbyhq.com/preply/35895c0a-f150-4c0a-997e-728b4274f44c,Online tutoring marketplace
Preply,Senior Engineering Manager - Martech,Barcelona,2025-12-19,good,Likely (company sponsors),https://jobs.ashbyhq.com/preply/f94abb6b-c7ef-4275-8cfb-23dc71110822,Online tutoring marketplace
Preply,Senior Data Analyst - CEO Office,Barcelona,2025-12-22,good,Yes (job posting),https://jobs.ashbyhq.com/preply/6849d514-bc71-4886-b9a4-80589731918a,Online tutoring marketplace
Preply,Senior Applied AI Scientist (AI Learning),Barcelona,2025-12-17,good,Likely (company sponsors),https://jobs.ashbyhq.com/preply/750c71f3-a5a2-4440-bcd8-37ef40fdf29e,Online tutoring marketplace
Preply,Director of Data Engineering and ML Platform,Barcelona,2025-12-09,good,Yes (job posting),https://jobs.ashbyhq.com/preply/9a83d807-af47-40d4-97ef-4d8e7e86baec,Online tutoring marketplace
Preply,Senior Applied AI Scientist (AI Learning) ,Barcelona,2025-12-17,good,Likely (company sponsors),https://jobs.ashbyhq.com/preply/1db0738f-910f-4f60-a280-b1fe9d0a4924,Online tutoring marketplace
Preply," Senior Director, Data Science and Analytics",Barcelona,2025-12-09,good,Yes (job posting),https://jobs.ashbyhq.com/preply/57e16e61-bb00-428d-be5f-c178a9a7497c,Online tutoring marketplace
Preply,Senior Analytics Engineer ,London,2025-10-26,good,Yes (job posting),https://jobs.ashbyhq.com/preply/f633a0ee-d3d6-4601-88cf-64c916fd21d4,Online tutoring marketplace
Preply,Product Analytics Manager,Barcelona,2025-10-07,good,Yes (job posting),https://jobs.ashbyhq.com/preply/142f782d-c9f4-4785-a5b8-f61aabda645e,Online tutoring marketplace
Preply,Engineering Manager for ML Platform,Barcelona,2025-08-26,good,Yes (job posting),https://jobs.ashbyhq.com/preply/a4cdb6d4-b984-4eea-8bf9-48b641a00d7a,Online tutoring marketplace
Preply,Engineering Manager ,Barcelona,2025-08-22,good,Yes (job posting),https://jobs.ashbyhq.com/preply/247db50e-8e13-40b4-91f2-c195536630cd,Online tutoring marketplace
Preply,Senior Data Engineer - Data Ingestion and Enrichment team,Barcelona,2026-02-03,good,Likely (company sponsors),https://jobs.ashbyhq.com/preply/132d7bd0-5a92-49bc-8364-6b8ac85f1709,Online tutoring marketplace
Preply,Staff Machine Learning Platform/Ops Engineer,Barcelona,2025-07-08,good,Likely (company sponsors),https://jobs.ashbyhq.com/preply/1f864bc1-1fbe-45cf-a3e5-a77658b5c5ac,Online tutoring marketplace
Preply,Senior Machine Learning Platform/Ops Engineer ,Barcelona,2025-07-08,good,Likely (company sponsors),https://jobs.ashbyhq.com/preply/6381f5bc-fc56-4015-855a-6be495310105,Online tutoring marketplace
Preply, Senior Analytics Engineer ,Barcelona,2025-07-07,good,Yes (job posting),https://jobs.ashbyhq.com/preply/c0af4bdc-108c-405c-9425-2a15e9dc4c94,Online tutoring marketplace
Preply,Senior Data Scientist - Insights,Barcelona,2025-07-16,good,Yes (job posting),https://jobs.ashbyhq.com/preply/b208c4e1-8b65-412f-af09-aeb53c8f6fbd,Online tutoring marketplace
Preply,Senior Applied AI Scientist (AI Marketplace),Barcelona,2025-04-04,good,Likely (company sponsors),https://jobs.ashbyhq.com/preply/e51600bd-c014-4b1b-8d52-14a8ee6bb58f,Online tutoring marketplace
Docplanner,Senior Healthcare Regulatory Specialist (saMD) - (Remote-friendly within Spain),"Barcelona, es",2026-01-29,good,Likely (company sponsors),https://jobs.smartrecruiters.com/Docplanner/744000106301360,Operates in multiple countries
Docplanner,Backend Engineer - AI Integration,"Bologna, it",2026-01-30,good,Likely (company sponsors),https://jobs.smartrecruiters.com/Docplanner/744000106461321,Operates in multiple countries
Docplanner,Backend Engineer,"Barcelona, es",2026-01-30,good,Likely (company sponsors),https://jobs.smartrecruiters.com/Docplanner/744000106461445,Operates in multiple countries
Docplanner,Backend Engineer - AI Integration,"Turin, it",2026-01-30,good,Likely (company sponsors),https://jobs.smartrecruiters.com/Docplanner/744000106461060,Operates in multiple countries
TravelPerk (Perk),Senior Reporting Analyst,Barcelona,2026-01-14,neutral,Yes (job posting),https://jobs.ashbyhq.com/perk/af4114fc-8b9a-4808-bbc6-9e93dfde61c5,"Strong data team, Series D funded"
TravelPerk (Perk),Product Designer,Barcelona,2025-06-30,neutral,Yes (job posting),https://jobs.ashbyhq.com/perk/773da4cf-2575-4c6f-845d-1474c6d8dc81,"Strong data team, Series D funded"
TravelPerk (Perk),Product Designer (Fixed term contract - maternity cover),Barcelona,2025-11-03,neutral,Yes (job posting),https://jobs.ashbyhq.com/perk/a5cde14c-dc91-45ac-a625-32ac252f9568,"Strong data team, Series D funded"
TravelPerk (Perk),Product Designer (Fixed term contract - maternity cover),London,2025-11-03,neutral,Yes (job posting),https://jobs.ashbyhq.com/perk/052c33e7-18c7-4058-95eb-583f5a7c662f,"Strong data team, Series D funded"
TravelPerk (Perk),Analytics Engineer,London,2024-07-24,neutral,Yes (job posting),https://jobs.ashbyhq.com/perk/140ef91d-c6f8-478f-b529-9e415a75834c,"Strong data team, Series D funded"
TravelPerk (Perk),Data Engineer,Barcelona,2022-02-18,neutral,Yes (job posting),https://jobs.ashbyhq.com/perk/264e79be-1023-41fb-b969-914f76aca662,"Strong data team, Series D funded"
Glovo,Senior Performance Marketing Specialist (They/She/He),"Barcelona, Spain",2026-01-27,neutral,Likely (company sponsors),https://jobs.glovoapp.com/find-your-ride/job/:slug/8382951002/?gh_jid=8382951002,"Fast-growing, strong eng culture"
Glovo,Senior Data Scientist,"Barcelona, Spain",2025-12-16,neutral,Likely (company sponsors),https://jobs.glovoapp.com/find-your-ride/job/:slug/7863798002/?gh_jid=7863798002,"Fast-growing, strong eng culture"
Glovo,Risk Data Analyst (They/She/He) - HQ,"Barcelona, Spain (hybrid)",2026-01-12,neutral,Likely (company sponsors),https://jobs.glovoapp.com/find-your-ride/job/:slug/8370630002/?gh_jid=8370630002,"Fast-growing, strong eng culture"
Glovo,Product Data Scientist,"Barcelona, Spain",2025-12-16,neutral,Likely (company sponsors),https://jobs.glovoapp.com/find-your-ride/job/:slug/7779246002/?gh_jid=7779246002,"Fast-growing, strong eng culture"
Glovo,Head of Workforce Management - Live Operations (They/She/He),"Barcelona, Spain",2026-01-19,neutral,Likely (company sponsors),https://jobs.glovoapp.com/find-your-ride/job/:slug/8105878002/?gh_jid=8105878002,"Fast-growing, strong eng culture"
Glovo,Fintech Data Analyst (They/She/He) - HQ,"Barcelona, Spain (hybrid)",2026-01-12,neutral,Likely (company sponsors),https://jobs.glovoapp.com/find-your-ride/job/:slug/8370603002/?gh_jid=8370603002,"Fast-growing, strong eng culture"
Glovo,Data Manager (They/She/He),"Barcelona, Spain (Hybrid)",2025-12-18,neutral,Likely (company sponsors),https://jobs.glovoapp.com/find-your-ride/job/:slug/8105951002/?gh_jid=8105951002,"Fast-growing, strong eng culture"
Glovo,Data Analytics Engineer (They/She/He),"Barcelona, Spain",2026-01-08,neutral,Likely (company sponsors),https://jobs.glovoapp.com/find-your-ride/job/:slug/7778946002/?gh_jid=7778946002,"Fast-growing, strong eng culture"
Wallapop,Senior Product Manager - Motors,Barcelona,2026-02-02,good,Yes (job posting),https://job-boards.eu.greenhouse.io/wallapop/jobs/4772018101,Strong ML focus for recommendations
Wallapop,Senior Product Manager,Barcelona,2026-02-03,good,Yes (job posting),https://job-boards.eu.greenhouse.io/wallapop/jobs/4214949101,Strong ML focus for recommendations
Wallapop,Revenue Analyst,Barcelona,2026-01-29,good,Yes (job posting),https://job-boards.eu.greenhouse.io/wallapop/jobs/4699519101,Strong ML focus for recommendations
Wallapop,Machine Learning Engineer,Barcelona,2026-02-03,good,Yes (job posting),https://job-boards.eu.greenhouse.io/wallapop/jobs/4741205101,Strong ML focus for recommendations
Wallapop,Data Scientist -Search,Barcelona,2026-01-20,good,Yes (job posting),https://job-boards.eu.greenhouse.io/wallapop/jobs/4701711101,Strong ML focus for recommendations
Typeform,Sr. Machine Learning Engineer,Germany (Remote) ; Ireland (Remote); Netherlands (Remote) ; Portugal (Remote) ; Spain (Remote) ; United Kingdom (Remote) ,2026-01-13,good,Likely (company sponsors),https://job-boards.greenhouse.io/typeform/jobs/7446908,Design-focused culture
Typeform,Senior Product Manager - Analytics,Germany (Remote) ; Ireland (Remote); Netherlands (Remote) ; Portugal (Remote) ; Spain (Remote) ; United Kingdom (Remote) ; United States (Remote) ,2026-01-13,good,Likely (company sponsors),https://job-boards.greenhouse.io/typeform/jobs/7090089,Design-focused culture
Typeform,Expert Data Platform Engineer,Germany (Remote) ; Ireland (Remote); Netherlands (Remote) ; Portugal (Remote) ; Spain (Remote) ; United Kingdom (Remote) ,2026-01-13,good,Likely (company sponsors),https://job-boards.greenhouse.io/typeform/jobs/7448804,Design-focused culture
